image_file,category,subcategory
images/objects/glass03a.jpg,objects,natural
images/objects/glass03b.jpg,objects,natural
images/objects/iceskate.jpg,objects,natural
images/objects/insulation.jpg,objects,natural
images/objects/interlockingbuildingblock01.jpg,objects,natural
images/objects/interlockingbuildingblock02a.jpg,objects,natural
images/objects/interlockingbuildingblock02b.jpg,objects,natural
images/objects/interlockingbuildingblock03b.jpg,objects,natural
images/objects/inukshuk.jpg,objects,natural
images/objects/iron01b.jpg,objects,natural
images/objects/leaf05.jpg,objects,natural
images/objects/lectern03.jpg,objects,natural
images/objects/lei.jpg,objects,natural
images/objects/lemon01.jpg,objects,natural
images/objects/lemon02.jpg,objects,natural
images/objects/lettuce.jpg,objects,natural
images/objects/lifejacket.jpg,objects,natural
images/objects/lightbulb01.jpg,objects,natural
images/objects/medal03a.jpg,objects,natural
images/objects/megaphone.jpg,objects,natural
images/objects/menwashroomsign.jpg,objects,natural
images/objects/metalbrush.jpg,objects,natural
images/objects/metalscissors.jpg,objects,natural
images/objects/microphone01.jpg,objects,natural
images/objects/microphone03.jpg,objects,natural
images/objects/milkcontainer.jpg,objects,natural
images/objects/mirror02.jpg,objects,natural
images/objects/missile.jpg,objects,natural
images/objects/mitten03a.jpg,objects,natural
images/objects/mitten03b.jpg,objects,natural
images/objects/moose.jpg,objects,natural
images/objects/morningstar.jpg,objects,natural
images/objects/motorboat01.jpg,objects,natural
images/objects/motorboat02.jpg,objects,natural
images/objects/motoroilbottle03b.jpg,objects,natural
images/objects/motoroilbottle04.jpg,objects,natural
images/objects/mouse.jpg,objects,natural
images/objects/mousetrap.jpg,objects,natural
images/objects/mummy.jpg,objects,natural
images/objects/musicalwoodenspoons.jpg,objects,natural
images/objects/musicstand.jpg,objects,natural
images/objects/musket.jpg,objects,natural
images/objects/nail.jpg,objects,natural
images/objects/nailclipper01.jpg,objects,natural
images/objects/nailclipper02a.jpg,objects,natural
images/objects/nailclipper02b.jpg,objects,natural
images/objects/nailclipper03a.jpg,objects,natural
images/objects/nailclipper03b.jpg,objects,natural
images/objects/nailclipper04b.jpg,objects,natural
images/objects/nailclipper05.jpg,objects,natural
images/objects/nailfile.jpg,objects,natural
images/objects/nailpolish01.jpg,objects,natural
images/objects/nailpolish02a.jpg,objects,natural
images/objects/nailpolish02b.jpg,objects,natural
images/objects/nailpolish03a.jpg,objects,natural
images/objects/nametag01a.jpg,objects,natural
images/objects/nametag01b.jpg,objects,natural
images/objects/narwhal.jpg,objects,natural
images/objects/nasalspray02.jpg,objects,natural
images/objects/necklace.jpg,objects,natural
images/objects/needlenosepliers01.jpg,objects,natural
images/objects/needlenosepliers02.jpg,objects,natural
images/objects/needlenosepliers03a.jpg,objects,natural
images/objects/needlenosepliers03b.jpg,objects,natural
images/objects/noisemaker.jpg,objects,natural
