image_file,category,subcategory
images/objects/razor04b.jpg,objects,manmade
images/objects/recorder01.jpg,objects,manmade
images/objects/recorder02a.jpg,objects,manmade
images/objects/recorder02b.jpg,objects,manmade
images/objects/recorder03a.jpg,objects,manmade
images/objects/recorder03b.jpg,objects,manmade
images/objects/recorder04.jpg,objects,manmade
images/objects/relish.jpg,objects,manmade
images/objects/remotecontrol01a.jpg,objects,manmade
images/objects/remotecontrol01c.jpg,objects,manmade
images/objects/remotecontrol02a.jpg,objects,manmade
images/objects/remotecontrol03a.jpg,objects,manmade
images/objects/remotecontrol03b.jpg,objects,manmade
images/objects/remotecontrol04.jpg,objects,manmade
images/objects/revolver.jpg,objects,manmade
images/objects/ribbon01b.jpg,objects,manmade
images/objects/ribbon04.jpg,objects,manmade
images/objects/rice.jpg,objects,manmade
images/objects/ring01.jpg,objects,manmade
images/objects/ring02.jpg,objects,manmade
images/objects/riverotter.jpg,objects,manmade
images/objects/rockingchair.jpg,objects,manmade
images/objects/rocklobster.jpg,objects,manmade
images/objects/rollingpin01a (1).jpg,objects,manmade
images/objects/rollingpin01a.jpg,objects,manmade
images/objects/rollingpin01b.jpg,objects,manmade
images/objects/rollingpin02a.jpg,objects,manmade
images/objects/rollingpin02b.jpg,objects,manmade
images/objects/romainelettuce01b.jpg,objects,manmade
images/objects/rooster.jpg,objects,manmade
images/objects/rose.jpg,objects,manmade
images/objects/rowboat.jpg,objects,manmade
images/objects/rubberband01.jpg,objects,manmade
images/objects/rubberband02.jpg,objects,manmade
images/objects/rubberglove01a.jpg,objects,manmade
images/objects/rubberglove02a.jpg,objects,manmade
images/objects/rug02.jpg,objects,manmade
images/objects/ruler01a.jpg,objects,manmade
images/objects/ruler01b.jpg,objects,manmade
images/objects/ruler02b.jpg,objects,manmade
images/objects/scissors02b.jpg,objects,manmade
images/objects/scissors03a.jpg,objects,manmade
images/objects/scissors04a.jpg,objects,manmade
images/objects/scissors04b.jpg,objects,manmade
images/objects/screw02.jpg,objects,manmade
images/objects/screw03a.jpg,objects,manmade
images/objects/screw03c.jpg,objects,manmade
images/objects/screwdriver02b.jpg,objects,manmade
images/objects/screwdriver05b.jpg,objects,manmade
images/objects/screwdriver07.jpg,objects,manmade
images/objects/screwdriver08.jpg,objects,manmade
images/objects/screwdriver09a.jpg,objects,manmade
images/objects/screwdriver09c.jpg,objects,manmade
images/objects/scrubbingbrush01a.jpg,objects,manmade
images/objects/scrubbingbrush01b.jpg,objects,manmade
images/objects/scrubbingbrush02a.jpg,objects,manmade
images/objects/stapler03b.jpg,objects,manmade
images/objects/stapler04b.jpg,objects,manmade
images/objects/stapler05.jpg,objects,manmade
images/objects/stapler06.jpg,objects,manmade
images/objects/stepladder.jpg,objects,manmade
images/objects/stovetop.jpg,objects,manmade
images/objects/straw.jpg,objects,manmade
images/objects/stringbean01.jpg,objects,manmade
images/objects/sunglasses03a.jpg,objects,manmade
